SKU,Product title,Product main image,Product Details Page Link,Sale price,Commission,Promotion Link
SKUK17600,Camisetas de manga raglán con estampado de cachemira,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/3D/A4/3df5be37-9a20-4fdb-b7d5-43426f374043.jpg?s=235x313,https://www.newchic.com/es/charmkpr-t-shirts-12208/p-1988738.html,24.14,2.9,https://www.newchic.com/es/charmkpr-t-shirts-12208/p-1988738.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1988738
SKUK06536,Pierna ancha de algodón liso Pantalones,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/4F/09/b969cc9d-74cb-4070-a2f2-94f7e5b4abeb.jpg?s=235x313,https://www.newchic.com/es/zanzea-pants-and-capris-3674/p-1988829.html,31.49,3.78,https://www.newchic.com/es/zanzea-pants-and-capris-3674/p-1988829.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1988829
SKUK06342,Blusa de algodón Solid Crew Cuello,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/AF/0B/6bdf66e9-6cc0-4e4d-8212-6951212c439b.jpg?s=235x313,https://www.newchic.com/es/zanzea-blouses-and-shirts-3689/p-1988839.html,14.69,1.76,https://www.newchic.com/es/zanzea-blouses-and-shirts-3689/p-1988839.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1988839
SKUK18904,Camisas a rayas de piña tropical divertida,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/44/AC/f3f50bea-e803-4125-86c5-a119b2602179.jpg?s=235x313,https://www.newchic.com/es/charmkpr-shirts-12209/p-1988968.html,20.99,2.52,https://www.newchic.com/es/charmkpr-shirts-12209/p-1988968.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1988968
SKUK18051,Camisetas con estampado floral Planta,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/B2/C1/a72f5c9e-32ea-4399-b182-33eab4b41cc6.jpg?s=235x313,https://www.newchic.com/es/charmkpr-t-shirts-12208/p-1989469.html,9.33,1.12,https://www.newchic.com/es/charmkpr-t-shirts-12208/p-1989469.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1989469
SKUK07708,Solapa Estampado Floral Acuarela Vestido,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/86/F1/c5e9348c-b4de-49f2-919b-dcdfd0e5efb7.jpg?s=235x313,https://www.newchic.com/es/zanzea-print-dresses-3677/p-1989562.html,23.09,2.77,https://www.newchic.com/es/zanzea-print-dresses-3677/p-1989562.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1989562
SKUK19974,Estampado de rombos vintage recortado Pantalones,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/B1/B8/04c5606c-907b-46f1-a21a-02b1d37b0359.jpg?s=235x313,https://www.newchic.com/es/zanzea-pants-and-capris-3674/p-1989711.html,10.29,1.23,https://www.newchic.com/es/zanzea-pants-and-capris-3674/p-1989711.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1989711
SKUK19983,Camisas de sirsaca textura con bolsillo con solapa,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/33/93/6c5826e6-e97a-4f43-b6cb-67d40ba0d69a.jpg?s=235x313,https://www.newchic.com/es/charmkpr-shirts-12209/p-1989748.html,19.63,2.36,https://www.newchic.com/es/charmkpr-shirts-12209/p-1989748.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1989748
SKUK18628,Harén de patchwork floral japonés Pantalones,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/69/2D/03717780-7fa6-4b42-862b-3e2ac6fc6f2b.png?s=235x313,https://www.newchic.com/es/charmkpr-pants-4975/p-1989938.html,38.84,4.66,https://www.newchic.com/es/charmkpr-pants-4975/p-1989938.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1989938
SKUJ94694,Blusa con botón de rana y bolsillo liso,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/90/1F/8d3e2ae2-ecd5-40f6-be44-35146aa6a6b4.jpg?s=235x313,https://www.newchic.com/es/zanzea-blouses-and-shirts-3689/p-1980114.html,4.46,0.54,https://www.newchic.com/es/zanzea-blouses-and-shirts-3689/p-1980114.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1980114
