SKU,Product title,Product main image,Product Details Page Link,Sale price,Commission,Promotion Link
SKU916533,Pantalla táctil de malla transpirable de verano pesca Guantes,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/CE/A4/c1de3b60-934c-4ce7-95cb-f917176f39cd.jpg?s=235x313,https://www.newchic.com/es/gloves-4193/p-1279692.html,3.78,0.45,https://www.newchic.com/es/gloves-4193/p-1279692.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1279692
SKUE72109,Asiento de entrenamiento para ir al baño para niños con escalera de taburete para niños,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/0B/55/36bd40c9-db06-4663-a623-b462626c7570.jpg?s=235x313,https://www.newchic.com/es/toilet-accessories-5040/p-1651748.html,8.84,1.06,https://www.newchic.com/es/toilet-accessories-5040/p-1651748.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1651748
SKUD42070,Cuello alto de patchwork de felpa Vestido,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/09/63/77ea2d59-4202-41e0-bb45-468e8408e37c.jpg?s=235x313,https://www.newchic.com/es/zanzea-casual-dresses-5073/p-1599791.html,31.23,3.75,https://www.newchic.com/es/zanzea-casual-dresses-5073/p-1599791.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1599791
SKUD33042,Hombres y Mujer Felpa Soft Tejido Cráneo Gorras Sombreros sin ala con costuras a cuadros,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/1B/5E/db26633f-efaf-435d-9e92-74ceac87b22d.jpg?s=235x313,https://www.newchic.com/es/skull-caps-12161/p-1565375.html,4.22,0.51,https://www.newchic.com/es/skull-caps-12161/p-1565375.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1565375
SKUF96825,Men & Mujer Fashion Denim Patch Costura a cuadros Cráneo Gorras,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/FC/66/bab9281c-797c-4740-b3e7-6ce8f10fd0d1.jpeg?s=235x313,https://www.newchic.com/es/skull-caps-12161/p-1725376.html,4.22,0.51,https://www.newchic.com/es/skull-caps-12161/p-1725376.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1725376
SKUF37257,Bolsillos estampados Algodón Vestido,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/02/A4/da95997d-027b-43f5-8000-8d4a1b543433.jpg?s=235x313,https://www.newchic.com/es/zanzea-print-dresses-3677/p-1728407.html,26.77,3.21,https://www.newchic.com/es/zanzea-print-dresses-3677/p-1728407.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1728407
SKUG13766,COLLROWN Boina de hombre en piel color patchwork Sombrero,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/E9/0B/452cfac2-7900-4487-860c-aef89b5b39de.jpg?s=235x313,https://www.newchic.com/es/flat-caps-12160/p-1735892.html,4.5,0.54,https://www.newchic.com/es/flat-caps-12160/p-1735892.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1735892
SKUG06816,Hombre Color sólido Retro Keep Warm al aire libre Plano Sombrero militar Sombrero,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/52/DA/0cf8f3fe-3361-426c-b723-e22ff1fdc1dc.jpg?s=235x313,https://www.newchic.com/es/jassy-flat-caps-12160/p-1732470.html,4.04,0.48,https://www.newchic.com/es/jassy-flat-caps-12160/p-1732470.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1732470
SKUJ03528,Hombres Gráfico abstracto Botones Frente Soft Transpirable Camisa,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/49/FF/de251dad-18bc-4dc1-9e5e-37f90b8a787f.jpg?s=235x313,https://www.newchic.com/es/koyye-shirts-12209/p-1942170.html,7.39,0.89,https://www.newchic.com/es/koyye-shirts-12209/p-1942170.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1942170
SKUJ24347,Camisetas con capucha y estampado de rosa de la paz,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/13/E4/5987224f-8657-439c-b205-abf41da75c9c.jpg?s=235x313,https://www.newchic.com/es/mensclo-t-shirts-12208/p-1942490.html,9.9,1.19,https://www.newchic.com/es/mensclo-t-shirts-12208/p-1942490.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1942490
