SKU,Product title,Product main image,Product Details Page Link,Sale price,Commission,Promotion Link
SKUB68025,Lindo almuerzo Bolsa,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/65/55/b4fc0e9b-f860-4066-aea0-816bb89c6474.jpg?s=235x313,https://www.newchic.com/es/saiclehome-lunch-bags-5210/p-1444692.html,4.79,0.57,https://www.newchic.com/es/saiclehome-lunch-bags-5210/p-1444692.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1444692
SKUB41175,Vogue vendimia gafas de sol de metal anti-UV de montura completa,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/CE/BB/25a6e80e-ce0a-4697-b2e9-d97f40540001.jpg?s=235x313,https://www.newchic.com/es/sunglasses-6383/p-1430990.html,4.07,0.49,https://www.newchic.com/es/sunglasses-6383/p-1430990.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1430990
SKUB94169, Juicer portátil recargable USB,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/C6/9C/2344636b-43cb-472b-9ebb-60b1495db1fb.jpg?s=235x313,https://www.newchic.com/es/saiclehome-kitchen-electric-appliance-5794/p-1460279.html,11.23,1.35,https://www.newchic.com/es/saiclehome-kitchen-electric-appliance-5794/p-1460279.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1460279
SKU977465,Reloj de pulsera de cuero de cuarzo de moda,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/59/B7/e2e2849e-108e-4b13-b281-d75b72b92673.jpg?s=235x313,https://www.newchic.com/es/women-watches-4548/p-1311750.html,1.86,0.22,https://www.newchic.com/es/women-watches-4548/p-1311750.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1311750
SKU972686,Marco de PC transparente Flor Patrón Lectura Gafas,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/48/18/7111f636-9f01-45e2-b47f-254215d70101.jpg?s=235x313,https://www.newchic.com/es/glasses-4125/p-1312481.html,3.31,0.4,https://www.newchic.com/es/glasses-4125/p-1312481.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1312481
SKU963510,Flor vintage Patrón Gema del tiempo Pendientes ,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/7F/89/de6cdb72-f636-4171-be1e-f32ec27b7674.jpg?s=235x313,https://www.newchic.com/es/earrings-4041/p-1313880.html,1.35,0.16,https://www.newchic.com/es/earrings-4041/p-1313880.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1313880
SKU984103,Letters Arrow Pulsera de acero de titanio,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/30/A0/8c27e90c-5941-4527-b90d-6cc8dacf8979.jpg?s=235x313,https://www.newchic.com/es/bracelets-4043/p-1315812.html,1.86,0.22,https://www.newchic.com/es/bracelets-4043/p-1315812.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1315812
SKU928328,Perla linda estrella de mar Pendientes,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/BE/3C/28d6aeb3-6032-4208-bd21-4a308b48077d.jpg?s=235x313,https://www.newchic.com/es/earrings-4041/p-1317373.html,1.64,0.2,https://www.newchic.com/es/earrings-4041/p-1317373.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1317373
SKU928204,Espárrago cruzado curvo Pendientes,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/25/36/7bb144be-902f-43df-98ec-f6f9fc30fafa.jpg?s=235x313,https://www.newchic.com/es/earrings-4041/p-1317379.html,1.83,0.22,https://www.newchic.com/es/earrings-4041/p-1317379.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1317379
SKU970471,Anillos de flores de resina hechos a mano con estilo,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/85/8B/08f58a2e-e6c6-4074-89c6-7615b9475c5f.jpg?s=235x313,https://www.newchic.com/es/rings-4048/p-1317733.html,1.7,0.2,https://www.newchic.com/es/rings-4048/p-1317733.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1317733
SKU963962,Vintage Piel Genuina Relojes para hombre,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/0D/50/b5c90a55-359f-4965-b5b2-fc31bae75f1f.jpg?s=235x313,https://www.newchic.com/es/men-watches-4551/p-1317750.html,30.84,3.7,https://www.newchic.com/es/men-watches-4551/p-1317750.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1317750
SKU644010,Baño Acero inoxidable Giratorio Toalla Soporte para ropa Rack 2/3/4 Varillas,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/87/4B/933003f1-f0d7-4688-a6c3-b19b45b20d3a.jpg?s=235x313,https://www.newchic.com/es/holders-and-racks-5440/p-1155921.html,8.38,1.01,https://www.newchic.com/es/holders-and-racks-5440/p-1155921.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1155921
SKU672646,Boina Cotton Diamond Graffiti Sombrero,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/A2/31/e0508453-66a3-40b5-980a-ae8ebbbb69d2.jpg?s=235x313,https://www.newchic.com/es/flat-caps-12160/p-1156462.html,3.56,0.43,https://www.newchic.com/es/flat-caps-12160/p-1156462.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1156462
SKU928342,Lindo semental de conejo Pendientes,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/D4/94/14ae8c61-91e0-4a19-bc2c-aabed6474bee.jpg?s=235x313,https://www.newchic.com/es/earrings-4041/p-1320656.html,1.84,0.22,https://www.newchic.com/es/earrings-4041/p-1320656.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1320656
SKUA69629,Corbata de lazo de terciopelo vintage,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/69/52/d73c39c6-66f5-4878-8c9a-52cd06684d44.jpg?s=235x235,https://www.newchic.com/es/accessories-8122/p-1375977.html,2.61,0.31,https://www.newchic.com/es/accessories-8122/p-1375977.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1375977
SKUA41895,Talla grande vendimia Sólido Camisa,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/1A/AC/0842c2a8-ae21-4c96-b994-22dea24f3183.jpg?s=235x313,https://www.newchic.com/es/zanzea-plus-size-blouses-and-shirts-3956/p-1376322.html,31.38,3.77,https://www.newchic.com/es/zanzea-plus-size-blouses-and-shirts-3956/p-1376322.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1376322
SKUA40564,Cárdigan de manga larga de color sólido,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/8A/41/8dcfd303-e2cb-447a-a3ad-498d5f7beab1.jpg?s=235x313,https://www.newchic.com/es/zanzea-cardigans-12230/p-1379395.html,34.11,4.09,https://www.newchic.com/es/zanzea-cardigans-12230/p-1379395.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1379395
SKUA28844,Anillos de oro de plata de moda,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/84/F2/4ee86e23-fec6-4c0c-8b7f-165a7c806c29.jpg?s=235x313,https://www.newchic.com/es/mens-rings-4081/p-1347398.html,1.27,0.15,https://www.newchic.com/es/mens-rings-4081/p-1347398.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1347398
SKUA51633,Tapiz colgante de pared impreso de dibujos animados Cráneo,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/CD/31/3c61c217-7232-4d63-919b-ebf53e58e6b7.jpg?s=235x313,https://www.newchic.com/es/tapestries-5492/p-1372102.html,8.11,0.97,https://www.newchic.com/es/tapestries-5492/p-1372102.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1372102
SKU597549,150*80cm Albornoz atractivo blando toalla cómoda de microfibra bata de baño de playa de spa de verano para mujeres,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/6C/6F/69c4159d-71db-4fd6-88d0-377da0c887ee.jpeg?s=235x235,https://www.newchic.com/es/honana-bath-towels-5436/p-1135222.html,7.67,0.92,https://www.newchic.com/es/honana-bath-towels-5436/p-1135222.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1135222
SKU817767,Beanie a rayas,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/FE/AE/bf1944ce-7f91-489e-8c98-bce9ffc5917e.jpg?s=235x313,https://www.newchic.com/es/beanie-hat-12159/p-1231801.html,3.47,0.42,https://www.newchic.com/es/beanie-hat-12159/p-1231801.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1231801
SKU879934,Relojes de lujo con diamantes de oro YAZOLE,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/1C/56/58cd12c8-75b6-4e0b-8f3a-ffea8a0ffa80.jpg?s=235x313,https://www.newchic.com/es/yazole--women-watches-4548/p-1289647.html,2.25,0.27,https://www.newchic.com/es/yazole--women-watches-4548/p-1289647.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1289647
SKU915854,Gorra de boina de color sólido de algodón,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/F5/80/74c0ca01-cd81-40b2-83f2-d598fa9a2e86.jpg?s=235x235,https://www.newchic.com/es/flat-caps-12160/p-1274272.html,3.66,0.44,https://www.newchic.com/es/flat-caps-12160/p-1274272.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1274272
SKUD40015,Kit de tachuelas geométricas Pendientes,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/C7/F1/3ccc755e-e3be-45a9-8bdf-164addcc4e31.jpg?s=235x313,https://www.newchic.com/es/earrings-4041/p-1559215.html,1.4,0.17,https://www.newchic.com/es/earrings-4041/p-1559215.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1559215
SKUC51442,Oxímetro de pulso portátil con pinza de dedo,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/72/75/a2f71556-f5ec-48d7-90d9-1973bdfa16c6.jpg?s=235x313,https://www.newchic.com/es/boxym-other-personal-care-products-5723/p-1530616.html,5.19,0.62,https://www.newchic.com/es/boxym-other-personal-care-products-5723/p-1530616.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1530616
SKUB69781,Gafas de sol mate de metal anti-UV,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/AF/55/84b224d4-ddfc-496e-8fd2-2ebf4ae6d2f4.jpg?s=235x313,https://www.newchic.com/es/sunglasses-6383/p-1500001.html,3.76,0.45,https://www.newchic.com/es/sunglasses-6383/p-1500001.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1500001
SKUD16232,Boina ajustable de piel de vaca de capa superior cálida para hombre, cuero único,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/BB/4A/e1483025-91ba-4175-a951-981b0d12efda.jpg?s=235x313,https://www.newchic.com/es/flat-caps-12160/p-1546096.html,5.99,0.72,https://www.newchic.com/es/flat-caps-12160/p-1546096.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1546096
