SKU,Product title,Product main image,Product Details Page Link,Sale price,Commission,Promotion Link
SKUK30578,Sudaderas con capucha en contraste con estampado de rosas japonesas,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/D2/8D/85a0c74f-9cf8-4d90-b583-0647587c789f.jpg?s=235x313,https://www.newchic.com/es/charmkpr-hoodies-12200/p-1996061.html,31.49,3.78,https://www.newchic.com/es/charmkpr-hoodies-12200/p-1996061.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1996061
SKUK31167,Camisetas henley con estampado vintage Planta,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/75/30/dc1f92cb-124e-42e2-81bf-f87d0e8f7b05.jpg?s=235x313,https://www.newchic.com/es/charmkpr-henley-shirts-12211/p-1996270.html,28.34,3.4,https://www.newchic.com/es/charmkpr-henley-shirts-12211/p-1996270.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1996270
SKUK30255,Camisas de Halloween de tela de araña,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/96/07/03018a9f-cc0d-41c3-b3d4-611e0e1eaa81.jpg?s=235x313,https://www.newchic.com/es/charmkpr-shirts-12209/p-1996553.html,11.66,1.4,https://www.newchic.com/es/charmkpr-shirts-12209/p-1996553.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1996553
SKUK03557,Equipo informal liso Cuello Conjuntos informales,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/66/35/2da992d6-202c-46d0-857a-9c3b862baad2.jpg?s=235x313,https://www.newchic.com/es/zanzea-suits-and-co-ords-12237/p-1997492.html,35.69,4.28,https://www.newchic.com/es/zanzea-suits-and-co-ords-12237/p-1997492.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1997492
SKUK35149,Camisas con capucha y cordón liso,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/49/69/c3ef6de8-f8de-4823-8511-1043ef756f7f.jpg?s=235x313,https://www.newchic.com/es/charmkpr-shirts-12209/p-1999311.html,20.78,2.49,https://www.newchic.com/es/charmkpr-shirts-12209/p-1999311.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1999311
SKUK07161,Kimono étnico tótem colorblock,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/2D/D0/c1bc7e69-08ee-4778-a005-25931e45e371.jpg?s=235x313,https://www.newchic.com/es/charmkpr-shirts-12209/p-1985352.html,18.89,2.27,https://www.newchic.com/es/charmkpr-shirts-12209/p-1985352.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1985352
SKUJ94410,Cuello alto sólido Henley Camisa,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/64/D5/eb17c76a-f832-4fe0-bfc8-69f85e09c033.jpg?s=235x313,https://www.newchic.com/es/incerun-henley-shirts-12211/p-1986058.html,25.19,3.02,https://www.newchic.com/es/incerun-henley-shirts-12211/p-1986058.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1986058
SKUK03615,Camiseta holgada con ribete en contraste texturizado,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/FF/A8/43f88519-f39b-46e1-91dd-4f6e9faf673e.jpg?s=235x313,https://www.newchic.com/es/incerun-t-shirts-12208/p-1986393.html,30.44,3.65,https://www.newchic.com/es/incerun-t-shirts-12208/p-1986393.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1986393
SKUK07328,Henley de algodón a cuadros Camisa,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/FE/7B/20ac32cf-bcec-47e5-9b8c-92cb8bb5935f.jpg?s=235x313,https://www.newchic.com/es/incerun-henley-shirts-12211/p-1987375.html,23.09,2.77,https://www.newchic.com/es/incerun-henley-shirts-12211/p-1987375.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1987375
SKUK15132,Paisley Print Colorblock Co-ords,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/77/BA/344edfc5-ac5d-42d3-969e-54f8dc458a97.jpg?s=235x313,https://www.newchic.com/es/charmkpr-two-pieces-outfits-9989/p-1988269.html,15.6,1.87,https://www.newchic.com/es/charmkpr-two-pieces-outfits-9989/p-1988269.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1988269
SKUK18785,Pantalones cortos con estampado de ciruela japonesa,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/33/E0/45e89aa5-e515-42ad-913b-3026ab29a373.jpg?s=235x313,https://www.newchic.com/es/charmkpr-shorts-4976/p-1989358.html,29.39,3.53,https://www.newchic.com/es/charmkpr-shorts-4976/p-1989358.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1989358
SKUK18968,Camisas con estampado floral,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/DE/60/92a1d7cc-2faa-4874-8fbc-f0417663c3d6.jpg?s=235x313,https://www.newchic.com/es/charmkpr-shirts-12209/p-1989477.html,7.35,0.88,https://www.newchic.com/es/charmkpr-shirts-12209/p-1989477.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1989477
SKUK19964,Étnico Patrón Camisetas con capucha de patchwork,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/E2/40/791900b2-95fd-4677-bf75-4208f98d4484.jpg?s=235x313,https://www.newchic.com/es/charmkpr-t-shirts-12208/p-1989763.html,20.99,2.52,https://www.newchic.com/es/charmkpr-t-shirts-12208/p-1989763.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1989763
SKUJ98350,Camisas patchwork geométricas y sonrientes,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/D3/77/2458cad7-e661-4576-a07c-730a937991cf.jpg?s=235x313,https://www.newchic.com/es/charmkpr-shirts-12209/p-1980180.html,18.89,2.27,https://www.newchic.com/es/charmkpr-shirts-12209/p-1980180.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1980180
SKUK01177,Étnico Patrón Camisas Pana,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/4D/83/118b8d5f-a89e-404f-854d-33cdcf4bb2f0.jpg?s=235x313,https://www.newchic.com/es/charmkpr-shirts-12209/p-1983069.html,20.99,2.52,https://www.newchic.com/es/charmkpr-shirts-12209/p-1983069.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1983069
