SKU,Product title,Product main image,Product Details Page Link,Sale price,Commission,Promotion Link
SKUJ42782,Camisas con estampado de cuadros y rayas,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/B9/75/97d69c02-dc19-4810-a493-80003e9a7149.jpg?s=235x313,https://www.newchic.com/es/charmkpr-shirts-12209/p-1962876.html,7.62,0.91,https://www.newchic.com/es/charmkpr-shirts-12209/p-1962876.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1962876
SKUJ42120,Bolsillo con cuello acampanado a rayas Camisa,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/B6/80/40dd972e-1e00-46c7-a745-5d8efdd82248.jpg?s=235x313,https://www.newchic.com/es/incerun-shirts-12209/p-1963091.html,21.93,2.63,https://www.newchic.com/es/incerun-shirts-12209/p-1963091.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1963091
SKUK37915,Sudaderas en contraste con estampado de sonrisa,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/1F/A5/bfc755ae-0d6f-43f1-bf35-a451b47a94f4.jpg?s=235x313,https://www.newchic.com/es/charmkpr-sweatshirts-12201/p-2000798.html,24.14,2.9,https://www.newchic.com/es/charmkpr-sweatshirts-12201/p-2000798.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=2000798
SKUK40448,Sudaderas con capucha con estampado de sonrisa en el pecho,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/4B/DB/a047ba17-b527-44cc-824c-033c9e59fa98.jpg?s=235x313,https://www.newchic.com/es/charmkpr-hoodies-12200/p-2002476.html,22.99,2.76,https://www.newchic.com/es/charmkpr-hoodies-12200/p-2002476.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=2002476
SKUK30488,Camisas con capucha de patchwork a cuadros,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/F5/46/47574376-45de-48a5-9b78-7696dd26ac75.png?s=235x313,https://www.newchic.com/es/charmkpr-shirts-12209/p-1996929.html,25.19,3.02,https://www.newchic.com/es/charmkpr-shirts-12209/p-1996929.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1996929
SKUK17638,Camisas henley de rayas con ondas de leopardo,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/AE/D3/158277e3-0687-483f-9c2c-7fc092d23350.jpg?s=235x313,https://www.newchic.com/es/charmkpr-henley-shirts-12211/p-1988862.html,20.99,2.52,https://www.newchic.com/es/charmkpr-henley-shirts-12211/p-1988862.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1988862
SKUK18623,Geométrico Japonés Patrón Co-ords,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/C3/C6/cec37084-1ac3-44d5-8efc-02e3489e6d0c.jpg?s=235x313,https://www.newchic.com/es/charmkpr-two-pieces-outfits-9989/p-1989947.html,15.8,1.9,https://www.newchic.com/es/charmkpr-two-pieces-outfits-9989/p-1989947.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1989947
SKUJ97994,Cuello alto sólido Camisa,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/ED/D2/a9e02426-e76e-44bb-b62e-df3811cf9369.jpg?s=235x313,https://www.newchic.com/es/incerun-shirts-12209/p-1980533.html,23.09,2.77,https://www.newchic.com/es/incerun-shirts-12209/p-1980533.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1980533
SKUJ69929,Kimono liso con capucha y frente abierto,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/1A/9F/c02dc985-20c1-44cf-b95a-6685cb8ccd2a.jpg?s=235x313,https://www.newchic.com/es/incerun-shirts-12209/p-1975042.html,26.24,3.15,https://www.newchic.com/es/incerun-shirts-12209/p-1975042.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1975042
SKUJ91998,Tribal Patrón Abrigo con botones y capucha,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/DB/78/36546855-1fc6-4d73-9f88-e7d0c7216695.jpg?s=235x313,https://www.newchic.com/es/zanzea-coats-3668/p-1975490.html,13.55,1.63,https://www.newchic.com/es/zanzea-coats-3668/p-1975490.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1975490
