SKU,Product title,Product main image,Product Details Page Link,Sale price,Commission,Promotion Link
SKUI97991,ChArmKpr pantalones cortos con estampado japonés de flores de cerezo,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/EC/24/8bcb3d93-e7c3-444b-ad4b-483b9bfdac71.jpg?s=235x313,https://www.newchic.com/es/charmkpr-shorts-4976/p-1927797.html,15.74,1.89,https://www.newchic.com/es/charmkpr-shorts-4976/p-1927797.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1927797
SKUK40413,Sudaderas con capucha con cordón y bloques de color,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/82/9A/b190f7fc-aae0-47e0-8d81-baf6e5844e9c.jpg?s=235x313,https://www.newchic.com/es/charmkpr-hoodies-12200/p-2002337.html,31.49,3.78,https://www.newchic.com/es/charmkpr-hoodies-12200/p-2002337.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=2002337
SKUK37327,Sudaderas con capucha étnicas con bolsillo en el pecho Geo,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/CC/E0/73bf4c72-3b43-416d-8b25-27c88319056d.jpg?s=235x313,https://www.newchic.com/es/charmkpr-hoodies-12200/p-2000530.html,25.51,3.06,https://www.newchic.com/es/charmkpr-hoodies-12200/p-2000530.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=2000530
SKUK41046,Sudaderas con capucha de patchwork de animales de dibujos animados,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/2D/2B/69e4d8e7-f34d-4c54-b28c-e4a3b6b20f43.jpg?s=235x313,https://www.newchic.com/es/charmkpr-hoodies-12200/p-2002700.html,24.09,2.89,https://www.newchic.com/es/charmkpr-hoodies-12200/p-2002700.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=2002700
SKUG41308,Hombres Lana Plus Grueso Invierno Mantener abrigado A prueba de viento de punto Sombrero,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/1B/E6/b27157cf-df8e-4960-a6e8-bcfa3042f651.jpg?s=235x313,https://www.newchic.com/es/beanie-hat-12159/p-1754202.html,5.14,0.62,https://www.newchic.com/es/beanie-hat-12159/p-1754202.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1754202
SKUK35653,Pantalones deportivos japoneses con flores de cerezo,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/9D/AC/2fdbfd71-2e96-4546-8124-d3dc2c3a6cbc.jpg?s=235x313,https://www.newchic.com/es/charmkpr-pants-4975/p-1999037.html,33.59,4.03,https://www.newchic.com/es/charmkpr-pants-4975/p-1999037.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1999037
SKUK41118,Sudaderas con estampado de periódico y patchwork,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/F0/4D/15e1c449-9d8b-437b-b6b0-13817bed8ed6.jpg?s=235x313,https://www.newchic.com/es/charmkpr-sweatshirts-12201/p-2002808.html,28.34,3.4,https://www.newchic.com/es/charmkpr-sweatshirts-12201/p-2002808.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=2002808
SKUJ95524,Blusa con ribete de lechuga con estampado floral Cuello,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/4A/1A/c22a8447-b0f8-4202-9c30-2d7b3dc0c9d6.jpg?s=235x313,https://www.newchic.com/es/zanzea-blouses-and-shirts-3689/p-1986201.html,14.69,1.76,https://www.newchic.com/es/zanzea-blouses-and-shirts-3689/p-1986201.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1986201
SKUF89217,Camisetas de algodón con estampado de astronauta de dibujos animados,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/A9/4C/1dfaee43-e7de-4de3-b378-36e7af51a200.jpg?s=235x313,https://www.newchic.com/es/charmkpr-t-shirts-12208/p-1721986.html,15.74,1.89,https://www.newchic.com/es/charmkpr-t-shirts-12208/p-1721986.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1721986
SKUJ55342,Shorts con estampado étnico y bordado de letras,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/76/81/275ccdf9-fd0c-47b6-bba7-5ef826ba547b.jpg?s=235x313,https://www.newchic.com/es/charmkpr-shorts-4976/p-1967837.html,7.09,0.85,https://www.newchic.com/es/charmkpr-shorts-4976/p-1967837.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1967837
SKUK40745,Smile Tribal Patrón Sudaderas con parches,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/D9/39/1ca5b935-7bb3-43f2-b286-7cae9b285829.jpg?s=235x313,https://www.newchic.com/es/charmkpr-sweatshirts-12201/p-2002822.html,24.09,2.89,https://www.newchic.com/es/charmkpr-sweatshirts-12201/p-2002822.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=2002822
SKUJ46526,Pana Raya Lateral Pantalones,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/BB/7C/ceb960b8-437a-4bfc-8a94-eafc5742f9e5.jpg?s=235x313,https://www.newchic.com/es/mensclo-pants-4975/p-1997226.html,8.4,1.01,https://www.newchic.com/es/mensclo-pants-4975/p-1997226.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1997226
SKUK18903,Camisas Revere con estampado floral,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/7C/9E/01bcd8f4-9162-4665-b8f9-0769e1d6d8b4.jpg?s=235x313,https://www.newchic.com/es/charmkpr-shirts-12209/p-1988969.html,7.35,0.88,https://www.newchic.com/es/charmkpr-shirts-12209/p-1988969.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1988969
SKUK11094,Shorts con costuras y estampado geométrico étnico,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/C1/11/cc9c6033-8e8f-4a42-b327-f4d63f5abcbf.jpg?s=235x313,https://www.newchic.com/es/charmkpr-shorts-4976/p-1984458.html,5.77,0.69,https://www.newchic.com/es/charmkpr-shorts-4976/p-1984458.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1984458
SKUK26209,Camisetas flor de cerezo japonés,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/CF/1E/8d9e247f-dc6a-4902-8728-e13035f6b970.jpg?s=235x313,https://www.newchic.com/es/charmkpr-t-shirts-12208/p-1993582.html,6.61,0.79,https://www.newchic.com/es/charmkpr-t-shirts-12208/p-1993582.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1993582
SKUE68618,Hombres Retro Casual Pierna ancha Algodón Lino Suelto Yoga Pantalones,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/1B/5C/24e450d6-b9e9-43ac-bbd2-cdfbb884d82e.jpg?s=235x313,https://www.newchic.com/es/incerun-pants-4975/p-1714187.html,22.67,2.72,https://www.newchic.com/es/incerun-pants-4975/p-1714187.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1714187
SKUK37910,Sudaderas con capucha y botones de cuarto de rayas,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/A7/E2/fa1cd816-a9fc-4249-b415-556554535f1e.jpg?s=235x313,https://www.newchic.com/es/charmkpr-hoodies-12200/p-2000796.html,28.34,3.4,https://www.newchic.com/es/charmkpr-hoodies-12200/p-2000796.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=2000796
SKUK40407,Sudaderas con capucha y bolsillo con solapa y estampado de letras,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/06/67/8fd722dc-3c6a-4807-bcfd-cbdba056c9f4.jpg?s=235x313,https://www.newchic.com/es/charmkpr-hoodies-12200/p-2002352.html,28.34,3.4,https://www.newchic.com/es/charmkpr-hoodies-12200/p-2002352.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=2002352
SKUK43200,Camisetas con estampado de rosas japonesas,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/34/61/7b229b12-bdf9-4b4d-97c3-e906c49f0a54.jpg?s=235x313,https://www.newchic.com/es/charmkpr-t-shirts-12208/p-2004070.html,18.89,2.27,https://www.newchic.com/es/charmkpr-t-shirts-12208/p-2004070.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=2004070
SKUJ93689,Sudaderas geométricas étnicas vintage,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/10/CD/f1f08591-431a-42f0-9033-fd71663bad07.jpg?s=235x313,https://www.newchic.com/es/charmkpr-sweatshirts-12201/p-1979462.html,12.07,1.45,https://www.newchic.com/es/charmkpr-sweatshirts-12201/p-1979462.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1979462
SKUF34797,Combinación de colores asimétricos Informal Camisa,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/17/1F/7d04027a-f335-4f92-8a5d-567f2a3409ea.jpg?s=235x313,https://www.newchic.com/es/charmkpr-shirts-12209/p-1689293.html,7.45,0.89,https://www.newchic.com/es/charmkpr-shirts-12209/p-1689293.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1689293
SKUH83466,Camisetas con bolsillo parcheado y estampado geométrico,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/1B/E2/580c9f7f-a07b-467a-811c-bdf1a8f353bc.jpg?s=235x313,https://www.newchic.com/es/charmkpr-t-shirts-12208/p-1863456.html,7.87,0.94,https://www.newchic.com/es/charmkpr-t-shirts-12208/p-1863456.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1863456
SKUE44731,Camisas con bloques de color a rayas,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/9F/9E/03f1b7de-1721-4b6b-9a6c-d4aeedf98e30.png?s=235x313,https://www.newchic.com/es/charmkpr-shirts-12209/p-1644845.html,9.44,1.13,https://www.newchic.com/es/charmkpr-shirts-12209/p-1644845.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1644845
SKUI85955,Camisetas de algodón con estampado de animales de dibujos animados,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/96/A2/fd1df489-b11f-4b06-800e-854d0eb94a2d.png?s=235x313,https://www.newchic.com/es/charmkpr-t-shirts-12208/p-1918151.html,13.59,1.63,https://www.newchic.com/es/charmkpr-t-shirts-12208/p-1918151.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1918151
SKUH00280,Camisas de pana bicolor,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/C9/B2/7c95eedf-7298-46de-8c45-9c47fccee194.jpg?s=235x313,https://www.newchic.com/es/charmkpr-shirts-12209/p-1822058.html,27.29,3.27,https://www.newchic.com/es/charmkpr-shirts-12209/p-1822058.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1822058
SKUJ89219,Pantalones casuales sueltos con bolsillo sólido,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/F4/79/71c894ae-95bd-4d97-b71e-deb04cbf9fb4.jpg?s=235x313,https://www.newchic.com/es/incerun-pants-4975/p-1974493.html,27.29,3.27,https://www.newchic.com/es/incerun-pants-4975/p-1974493.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1974493
SKUJ51504,Conjunto de pana de patchwork con raya lateral,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/79/8D/3b1a5310-da65-4aff-8082-45f2efd2de59.jpg?s=235x313,https://www.newchic.com/es/mensclo-two-pieces-outfits-9989/p-1968787.html,15.67,1.88,https://www.newchic.com/es/mensclo-two-pieces-outfits-9989/p-1968787.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1968787
SKUK42897,Sonrisa Étnica Patrón Patchwork Pantalones,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/9A/1A/22f4201e-a6aa-419b-8dbf-a752c4f8b1dd.jpg?s=235x313,https://www.newchic.com/es/charmkpr-pants-4975/p-2004060.html,33.59,4.03,https://www.newchic.com/es/charmkpr-pants-4975/p-2004060.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=2004060
SKUK12943,Camisas con estampado lateral de figuras étnicas,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/7D/BD/61a4d378-ec57-41f5-bde7-991ba6e77a08.jpg?s=235x313,https://www.newchic.com/es/charmkpr-shirts-12209/p-1985587.html,18.89,2.27,https://www.newchic.com/es/charmkpr-shirts-12209/p-1985587.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1985587
SKUE09080,Gorro de punto de hombre Sombrero con lana acolchada de terciopelo Sombrero,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/6E/F0/9bb6ca29-9d88-42e4-ad69-7e57b467b7f4.jpg?s=235x313,https://www.newchic.com/es/beanie-hat-12159/p-1603456.html,3.54,0.42,https://www.newchic.com/es/beanie-hat-12159/p-1603456.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1603456
SKUJ22964,Camisetas con estampado de ballenas y dibujos animados Gato,https://imgaz1.chiccdn.com/thumb/gallery/oaupload/newchic/images/E9/D2/4962b7b8-a59f-403e-920c-2fe6451d3e65.jpg?s=235x313,https://www.newchic.com/es/charmkpr-t-shirts-12208/p-1940249.html,14.17,1.7,https://www.newchic.com/es/charmkpr-t-shirts-12208/p-1940249.html?p=40111254531976202019&utm_campaign=affcenter&utm_content=&site=23&pid=1940249
